player_name,team_code,gameweek,match_id,llm_team_rotation,llm_player_rotation,llm_manager_sentiment,llm_strength,llm_source_type,llm_quote,llm_status,team_name
Tavernier,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
Adams,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
Brooks,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
Scott,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
Evanilson,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
Enes Ünal,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,1.0,,implied,journalist_prediction,Enes Unal expected to be out with a major knee injury until November or December.,ok,Bournemouth
Kroupi.Jr,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
Diakité,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
Rees-Dottin,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
Adli,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
A.Jimenez,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
DaCosta,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
O.Dango,91,2,25-26-prem-afc-bournemouth-vs-wolverhampton-wanderers,,,,none,,,ok,Bournemouth
Kelleher,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Balcombe,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Cox,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Eyestone,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Valdimarsson,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Collins,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Lewis-Potter,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Ajer,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Henry,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Kayode,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Pinnock,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Van den Berg,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Arthur,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Hickey,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Damsgaard,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Henderson,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Janelt,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Jensen,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Nunes,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Onyeka,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Yarmoliuk,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Donovan,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Konak,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Maghoma,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Peart-Harris,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Thiago,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Morgan,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Wissa,94,2,25-26-prem-brentford-vs-aston-villa,,,,none,,,ok,Brentford
Sánchez,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Jörgensen,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Slonina,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Cucurella,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
James,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Chalobah,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Gusto,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
B.Badiashile,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Fofana,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Tosin,8,2,25-26-prem-west-ham-united-vs-chelsea,,1.0,,explicit,manager_quote,"Liam confirmed they are all progressing well and are closing in on a return to action, although none of them will be risked unnecessarily.",ok,Chelsea
Acheampong,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Palmer,8,2,25-26-prem-west-ham-united-vs-chelsea,,0.2,1.0,explicit,manager_quote,Liam Rosenior has confirmed Cole Palmer is fit and available to start tomorrow’s London derby with West Ham United.,ok,Chelsea
Neto,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Enzo,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Estêvão,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Gittens,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
George,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Andrey Santos,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
João Pedro,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Hato,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Emenalo,8,2,25-26-prem-west-ham-united-vs-chelsea,,,,none,,,ok,Chelsea
Dewsbury-Hall,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Pickford,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Travers,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Tyrer,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Tarkowski,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Mykolenko,11,2,25-26-prem-everton-vs-brighton-hove-albion,,1.0,,implied,journalist_prediction,Despite Jarrad Branthwaite and Vitalii Mykolenko missing out due to injury,ok,Everton
O'Brien,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Keane,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Patterson,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Dixon,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Welch,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Ndiaye,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
McNeil,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Alcaraz,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Gana,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Garner,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Iroegbunam,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Bates,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Ebere,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Barry,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Beto,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Grealish,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Aznou,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Campbell,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Dibling,11,2,25-26-prem-everton-vs-brighton-hove-albion,,,,none,,,ok,Everton
Leno,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Robinson,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Andersen,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Bassey,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Castagne,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Diop,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
J.Cuenca,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Tete,54,2,25-26-prem-fulham-vs-manchester-united,,0.2,,implied,journalist_prediction,right-back Kenny Tete will also have his hands full chaperoning Cunha,ok,Fulham
Amissah,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Iwobi,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Smith Rowe,54,2,25-26-prem-fulham-vs-manchester-united,,0.8,1.0,implied,journalist_prediction,"Emile Smith Rowe, an excellent ball carrier himself, could also be used in that role",ok,Fulham
Adama,54,2,25-26-prem-fulham-vs-manchester-united,,0.8,,implied,journalist_prediction,we may also see pacy Adama Traore come to the fore on counters.,ok,Fulham
Wilson,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Berge,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Cairney,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Lukić,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
King,54,2,25-26-prem-fulham-vs-manchester-united,,0.2,,implied,journalist_prediction,"Fulham used teenager Josh King in the No 10 role in their 1-1 draw at Brighton & Hove Albion, and if he keeps his place, opportunities may arise for the lively attacking midfielder to be pivotal on the break.",ok,Fulham
Reed,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Raúl,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Lecomte,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Chukwueze,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Kevin,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Kusi-Asare,54,2,25-26-prem-fulham-vs-manchester-united,,,,none,,,ok,Fulham
Meslier,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Cairns,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Darlow,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Bogle,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Struijk,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Bijol,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Bornauw,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Byram,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Gudmundsson,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Rodon,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Aaronson,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Gnonto,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Harrison,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Ampadu,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Gruev,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Tanaka,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Piroe,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Stach,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Perri,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Calvert-Lewin,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Okafor,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Justin,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Gray,2,2,25-26-prem-arsenal-vs-leeds-united,,,,none,,,ok,Leeds
Elliott,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
A.Becker,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Mamardashvili,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Pécsi,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Woodman,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Kerkez,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Robertson,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Virgil,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Konaté,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Gomez,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Nallo,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
R.Williams,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Ramsay,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
M.Salah,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Wirtz,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Chiesa,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Mac Allister,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Szoboszlai,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
C.Jones,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Gravenberch,14,2,25-26-prem-newcastle-united-vs-liverpool,,0.2,1.0,implied,manager_quote,If he's the same player as he was last season that could help us a lot,ok,Liverpool
Nyoni,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Ekitiké,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Ngumoha,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Morrison,14,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Liverpool
Trafford,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Ortega Moreno,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Bettinelli,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Aït-Nouri,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Gvardiol,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Aké,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Khusanov,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Matheus N.,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Rúben,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Stones,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Lewis,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
O'Reilly,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Marmoush,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,0.8,,implied,journalist_prediction,"Rayan Cherki scored after coming on as a substitute, with Omar Marmoush, Foden, Savinho and Ilkay Gundogan all outside of the starting XI too.",ok,Man City
Foden,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,0.8,,implied,journalist_prediction,"Rayan Cherki scored after coming on as a substitute, with Omar Marmoush, Foden, Savinho and Ilkay Gundogan all outside of the starting XI too.",ok,Man City
Savinho,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,0.8,,implied,journalist_prediction,"Rayan Cherki scored after coming on as a substitute, with Omar Marmoush, Foden, Savinho and Ilkay Gundogan all outside of the starting XI too.",ok,Man City
Bernardo,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Cherki,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,0.8,,implied,journalist_prediction,"Rayan Cherki scored after coming on as a substitute, with Omar Marmoush, Foden, Savinho and Ilkay Gundogan all outside of the starting XI too.",ok,Man City
Doku,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
N.Gonzalez,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Bobb,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Reijnders,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Phillips,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Haaland,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Donnarumma,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Mukasa,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Mfuni,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
McAidoo,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
McAtee,43,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Man City
Isak,4,2,25-26-prem-newcastle-united-vs-liverpool,,1.0,,explicit,manager_quote,No Isak this weekend,ok,Newcastle
Pope,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Gillespie,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Hall,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Schär,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Botman,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Burn,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Livramento,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Trippier,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Krafth,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Lascelles,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
A.Murphy,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Ashby,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Pivas,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Gordon,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Elanga,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Barnes,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Bruno G.,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
J.Murphy,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Joelinton,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Tonali,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Willock,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
L.Miley,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Osula,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Neave,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Ramsdale,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Thiaw,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Seung soo,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Woltemade,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Ruddy,4,2,25-26-prem-newcastle-united-vs-liverpool,,,,none,,,ok,Newcastle
Vicario,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Austin,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Kinsky,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Pedro Porro,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,0.2,1.0,implied,journalist_prediction,he must not leave too much room out wide for Spurs to pick out Kudus or Porro when turnovers occur.,ok,Spurs
Romero,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Danso,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Davies,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Dragusin,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Spence,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Van de Ven,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Takai,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,,,none,,,ok,Spurs
Johnson,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,0.8,,implied,journalist_prediction,"If Spurs switch to a back five we could see a visitors’ bench containing players such as Brennan Johnson, Dominic Solanke, Mathys Tel and Wilson Odobert",ok,Spurs
Kudus,6,2,25-26-prem-manchester-city-vs-tottenham-hotspur,,0.2,1.0,implied,journalist_prediction,he must not leave too much room out wide for Spurs to pick out Kudus or Porro when turnovers occur.,ok,Spurs
